id,username,created_at,lng,lat,text
1517610310495965184,sgtscream,Fri Apr 22 21:04:28 +0000 2022,-122.3306025,47.614817,@AstroDomina Directly above don seattle saw it from colmon dock https://t.co/uFgXN0TvRd
1517610379018350592,CantStandMAGAts,Fri Apr 22 21:04:44 +0000 2022,-122.1660035,47.180856,"This is very said news. Indeed, ""in the nearly two years since George Floyd’s murder, the US has made little progre… https://t.co/uoswUPrres"
1517610456965255168,ProspectInsider,Fri Apr 22 21:05:03 +0000 2022,-122.2327535,47.565392,@TylerVlasak Their word is: trash
1517610523382059008,absurdhumanity,Fri Apr 22 21:05:19 +0000 2022,-122.3306025,47.614817,Unconscionable that we still have 200 coal burning plants to produce electricity in America.
1517610525013602306,dbm422,Fri Apr 22 21:05:19 +0000 2022,-122.5934165,47.325449500000005,@ErnestoD819 @galleg000s @fromlos No joke man https://t.co/l2MwJc1fwX
1517610549512589312,ahnikalh,Fri Apr 22 21:05:25 +0000 2022,-122.2800145,47.469552,@The_Leo_Lea Gorgeous 💕😍
1517610581385089024,TimPNW98104,Fri Apr 22 21:05:33 +0000 2022,-122.31344,47.385752499999995,"@PattyMurray @POTUS Blah blah blah....blah blah, How about maintaining forests so that we don't have millions of acres burnt every year?"
1517610587714252800,AnnaDelAire,Fri Apr 22 21:05:34 +0000 2022,-122.3306025,47.614817,@Yiro469 Hello
1517610649848672256,talents_west,Fri Apr 22 21:05:49 +0000 2022,-122.3306025,47.614817,Interested in waitressing? Talents West has immediate openings! Call 206-527-0250 from 11am-6pm M-F. #Seattle… https://t.co/8Xjsv6I5H3
1517610677258489856,bobco85,Fri Apr 22 21:05:55 +0000 2022,-122.332679,47.609491,Enjoy the clouds dancing overhead for #EarthDay in this timelapse from my office building in downtown Seattle facin… https://t.co/IOBPYJEtF0
1517610685429026817,bobco85,Fri Apr 22 21:05:57 +0000 2022,-122.332679,47.609491,/2 here’s 2 grainy &amp; zoomed in pics of the POTUS motorcade from the timelapse https://t.co/9K4OTTxsnb
1517610706463432704,dwwbuzz,Fri Apr 22 21:06:02 +0000 2022,-122.2180755,47.3923115,@archillect @crrizzyy What is the name if this place and where is it? Peru…? David @dwwbuzz
1517610718199095297,seancworld,Fri Apr 22 21:06:05 +0000 2022,-122.2800145,47.469552,Time to think big and build
1517610727699230721,lapham923,Fri Apr 22 21:06:07 +0000 2022,-120.882482,47.273022,"Just going from the judges actions,, I think the fix is in. 👀👇"
1517610785865801728,LuciferRebourne,Fri Apr 22 21:06:21 +0000 2022,-120.882482,47.273022,Crazy out ere bruv
1517610822305869825,tmj_sea_it,Fri Apr 22 21:06:30 +0000 2022,-122.3356196,47.5802366,"Starbucks is hiring in #Seattle, WA! Read about our latest #techjobs job opening via the link in our bio: Mgr, tech… https://t.co/IeW46ZEubs"
1517610822930993153,PAWStweets,Fri Apr 22 21:06:30 +0000 2022,-122.29135656,47.85957161,Just posted a photo @ PAWS - Progressive Animal Welfare Society https://t.co/srPlrTADxi
1517610870863409152,LuciferRebourne,Fri Apr 22 21:06:42 +0000 2022,-120.882482,47.273022,Foreals https://t.co/01jvY0W6in
1517610953189208064,tmj_WA_facmgmt,Fri Apr 22 21:07:01 +0000 2022,-122.6362492,47.5403732,"Want to work at Valet Living? We're hiring in #PortOrchard, WA! Click for details: https://t.co/gSnJGTj6f2 #FacilitiesMgmt"
1517610957299601409,RudyWillingham,Fri Apr 22 21:07:02 +0000 2022,-122.3306025,47.614817,#HarryStyles at #Coachella .Thanks for having me @coachella ! Best party on the planet. @Harry_Styles @HSHQ https://t.co/c5WRcaMuLt
1517610972021596160,UllerRM,Fri Apr 22 21:07:06 +0000 2022,-122.3306025,47.614817,@_Badchop_ cataclysm from Vow might just replace it for me. improved clown cartridge on a rapid-fire frame is some patently stupid boss dps
1517610986403811329,TimPNW98104,Fri Apr 22 21:07:09 +0000 2022,-122.2180755,47.3923115,Start with taking their private planes away. They will sing a different tune.
1517611023531794432,navhazard88,Fri Apr 22 21:07:18 +0000 2022,-122.6557945,47.4939445,Billions in aid and weapons and all we got was this flag. 😬🤣💸💸💸
1517611073863663618,NathanielDWill2,Fri Apr 22 21:07:30 +0000 2022,-122.4294405,47.139885,@HorizonUnion @GFuelEnergy I do @LumenSailor because they're a friend of mine.
1517611074438148096,tmj_SEA_schn,Fri Apr 22 21:07:30 +0000 2022,-122.2284532,47.3073228,"Have you ever had a role like ""Warehouse Worker - 2nd Shift 20/HR - 1500 Sign-on""? What did you like most about tha… https://t.co/1hbzkZ8lGK"
1517611094180737024,pangolin_panda,Fri Apr 22 21:07:35 +0000 2022,-122.29648850000001,47.442583,I love how up until 5 minutes ago Democrats were arguing that corporations weren't people and shouldn't have first… https://t.co/vKQYgjn5SI
1517611109317963777,katjwinston,Fri Apr 22 21:07:38 +0000 2022,-122.149768,47.5978565,@LauraMonroe @InmanConnect See you in Vegas!!!
1517611121590431744,CantStandMAGAts,Fri Apr 22 21:07:41 +0000 2022,-122.1660035,47.180856,These prosecutors did the right thing. Justice prevailed.
1517611136090132480,fredorashadd,Fri Apr 22 21:07:45 +0000 2022,-122.3306025,47.614817,They just gotta fill up my tank
1517611256743571456,soleilbrille18,Fri Apr 22 21:08:14 +0000 2022,-122.3306025,47.614817,"If memory serves, Jared was registered in 2 states in ‘16, in one he was listed as Female."
